16
0.100000
0.050000
0.090000
0.050000
0.040000
0.090000
0.050000
0.040000
0.100000
0.075000
0.050000
0.050000
0.100000
0.075000
0.050000
0.050000
24
0 1
1 2
1 5
1 8
1 12
2 5
2 8
2 12
5 8
5 12
8 9
8 13
12 9
12 13
8 12
9 13
2 3
3 4
5 6
6 7
9 10
10 11
13 14
14 15
-0.199862 -0.216045 1.411548  -0.258636 -0.244296 1.218373  -0.309785 -0.152420 1.169032  -0.324363 -0.056542 0.966301  -0.312039 0.001771 0.620952  -0.267195 -0.395976 1.163171  -0.238130 -0.495278 0.932440  -0.213275 -0.565914 0.634377  -0.286609 -0.350018 0.765444  -0.262380 -0.346858 0.564559  -0.325057 -0.411910 0.270715  -0.395311 -0.431863 0.082340  -0.278905 -0.201065 0.764215  -0.309670 -0.202630 0.563075  -0.384965 -0.171592 0.270354  -0.433152 -0.207470 0.077355  
-0.201646 -0.217079 1.402978  -0.262638 -0.243117 1.209811  -0.316574 -0.152620 1.161049  -0.332926 -0.057982 0.956624  -0.308527 -0.001678 0.609239  -0.264091 -0.394322 1.152877  -0.247087 -0.483613 0.916756  -0.209824 -0.568760 0.623896  -0.283250 -0.346869 0.755810  -0.272104 -0.345804 0.553494  -0.327508 -0.406999 0.257300  -0.401150 -0.435983 0.071387  -0.287380 -0.198281 0.756006  -0.311504 -0.199306 0.554270  -0.384948 -0.174868 0.260679  -0.431069 -0.205701 0.066342  
-0.204062 -0.219210 1.405430  -0.259758 -0.241025 1.209776  -0.311026 -0.150429 1.159310  -0.350299 -0.045944 0.962908  -0.317038 0.009220 0.611666  -0.262143 -0.392802 1.153729  -0.252962 -0.489524 0.919846  -0.209794 -0.563806 0.624537  -0.287048 -0.347635 0.756572  -0.274245 -0.345898 0.554074  -0.320698 -0.418069 0.258673  -0.401896 -0.428089 0.073906  -0.279988 -0.198992 0.754756  -0.315628 -0.199847 0.554622  -0.382485 -0.171159 0.259748  -0.435564 -0.201720 0.067140  
-0.203686 -0.219209 1.403498  -0.257172 -0.245952 1.208245  -0.309995 -0.154905 1.159858  -0.345229 -0.047671 0.964228  -0.318856 0.013052 0.613326  -0.260976 -0.397121 1.151067  -0.261897 -0.492210 0.916801  -0.205483 -0.565439 0.622819  -0.285470 -0.348872 0.754490  -0.273421 -0.346025 0.552347  -0.326312 -0.415350 0.257481  -0.400135 -0.424586 0.069628  -0.284249 -0.199909 0.754677  -0.315064 -0.200133 0.553893  -0.384681 -0.173919 0.259513  -0.437165 -0.202519 0.066454  
-0.198461 -0.222307 1.405632  -0.259963 -0.243112 1.211089  -0.316919 -0.152607 1.162918  -0.339444 -0.046134 0.964713  -0.316643 -0.005268 0.610580  -0.265690 -0.394885 1.154501  -0.273607 -0.508597 0.928496  -0.200754 -0.569568 0.636267  -0.290174 -0.346593 0.757218  -0.273631 -0.346143 0.555063  -0.327587 -0.415859 0.260289  -0.401552 -0.426707 0.072546  -0.288602 -0.198063 0.758301  -0.315703 -0.200337 0.557141  -0.383946 -0.172077 0.262704  -0.434980 -0.202189 0.069499  
-0.201099 -0.224320 1.405814  -0.260677 -0.245305 1.210990  -0.313753 -0.153165 1.162571  -0.349313 -0.037717 0.971751  -0.321605 0.001198 0.617865  -0.264665 -0.396005 1.152777  -0.270278 -0.512264 0.928070  -0.201241 -0.558753 0.632289  -0.292613 -0.346370 0.756301  -0.275952 -0.343352 0.553866  -0.324624 -0.412389 0.257876  -0.402644 -0.434695 0.072783  -0.285731 -0.197421 0.757303  -0.317484 -0.197380 0.556751  -0.381848 -0.176665 0.260755  -0.434595 -0.201420 0.067240  
-0.206357 -0.224327 1.406627  -0.264271 -0.245674 1.211450  -0.316045 -0.154557 1.161582  -0.352438 -0.033466 0.974386  -0.319947 -0.002548 0.620115  -0.268385 -0.397207 1.154924  -0.267335 -0.510077 0.928481  -0.200913 -0.562177 0.633044  -0.284914 -0.349847 0.757268  -0.275201 -0.349047 0.554677  -0.323899 -0.410944 0.257274  -0.401746 -0.436946 0.072617  -0.280315 -0.201365 0.757261  -0.314512 -0.202462 0.556889  -0.384239 -0.174418 0.262616  -0.433730 -0.201488 0.068535  
-0.205801 -0.225882 1.407242  -0.265029 -0.249387 1.212944  -0.313438 -0.157137 1.162478  -0.350593 -0.037330 0.974473  -0.314148 -0.006089 0.620596  -0.265968 -0.400004 1.155003  -0.267227 -0.512326 0.928382  -0.200392 -0.561292 0.632513  -0.291499 -0.350652 0.758433  -0.274343 -0.346332 0.556312  -0.326510 -0.412834 0.260552  -0.401777 -0.430625 0.073873  -0.279546 -0.202374 0.758211  -0.313329 -0.199694 0.557970  -0.385949 -0.175809 0.264123  -0.430656 -0.198574 0.068350  
-0.205852 -0.224422 1.407792  -0.263602 -0.247984 1.212465  -0.316212 -0.157323 1.163000  -0.355868 -0.039709 0.974311  -0.317959 -0.006334 0.620808  -0.263787 -0.398920 1.154558  -0.260400 -0.513487 0.928993  -0.197266 -0.561739 0.632183  -0.288403 -0.348902 0.757707  -0.273716 -0.347545 0.555116  -0.326348 -0.409254 0.258233  -0.401244 -0.432995 0.072039  -0.282490 -0.200330 0.757714  -0.316131 -0.201763 0.556925  -0.385913 -0.175479 0.262318  -0.435497 -0.206522 0.068827  
-0.207915 -0.222958 1.406107  -0.261395 -0.245521 1.209744  -0.314122 -0.155195 1.159808  -0.357326 -0.038268 0.971252  -0.320167 -0.006224 0.617518  -0.262112 -0.397105 1.153520  -0.262335 -0.512496 0.928379  -0.196938 -0.555152 0.631207  -0.299027 -0.352448 0.757129  -0.274566 -0.348795 0.555097  -0.324097 -0.412971 0.258313  -0.398355 -0.429078 0.071068  -0.285767 -0.203064 0.755551  -0.316435 -0.202925 0.554878  -0.382869 -0.172649 0.260222  -0.434298 -0.203096 0.067173  
-0.206126 -0.221985 1.406855  -0.263132 -0.250613 1.211919  -0.312817 -0.158487 1.161819  -0.353857 -0.041604 0.972626  -0.328952 -0.007514 0.617991  -0.263229 -0.401069 1.153050  -0.259639 -0.504564 0.922069  -0.191089 -0.545901 0.625403  -0.286522 -0.351343 0.756873  -0.274205 -0.346250 0.554264  -0.326701 -0.411104 0.258046  -0.401147 -0.436109 0.071840  -0.283456 -0.202790 0.757373  -0.317670 -0.200888 0.557357  -0.385759 -0.178400 0.262412  -0.433385 -0.207106 0.068128  
-0.209153 -0.226447 1.404939  -0.267115 -0.247733 1.210103  -0.321474 -0.157552 1.159736  -0.364385 -0.034716 0.975080  -0.324672 -0.010634 0.620995  -0.263678 -0.398536 1.151505  -0.259668 -0.505268 0.922083  -0.187246 -0.548021 0.626545  -0.286909 -0.349828 0.755770  -0.275399 -0.347548 0.553634  -0.321296 -0.409591 0.256015  -0.401334 -0.430962 0.071735  -0.284409 -0.201098 0.755654  -0.318607 -0.202161 0.555739  -0.383897 -0.173710 0.260701  -0.434332 -0.202822 0.067193  
-0.212030 -0.227165 1.406074  -0.266820 -0.248287 1.209999  -0.319205 -0.157799 1.160091  -0.362470 -0.038802 0.972946  -0.325057 -0.008236 0.619121  -0.264165 -0.398931 1.151108  -0.258227 -0.502110 0.919968  -0.184012 -0.543835 0.624699  -0.284766 -0.348666 0.755452  -0.276694 -0.347715 0.553108  -0.321180 -0.405999 0.254504  -0.406463 -0.435629 0.073750  -0.284217 -0.200004 0.755155  -0.319778 -0.202239 0.554943  -0.384570 -0.174596 0.259477  -0.436207 -0.203444 0.066207  
