16
0.100000
0.050000
0.090000
0.050000
0.040000
0.090000
0.050000
0.040000
0.100000
0.075000
0.050000
0.050000
0.100000
0.075000
0.050000
0.050000
24
0 1
1 2
1 5
1 8
1 12
2 5
2 8
2 12
5 8
5 12
8 9
8 13
12 9
12 13
8 12
9 13
2 3
3 4
5 6
6 7
9 10
10 11
13 14
14 15
-0.244250 -0.298742 1.422192  -0.308727 -0.321152 1.228755  -0.353076 -0.224698 1.185799  -0.366916 -0.111631 0.990849  -0.343480 -0.034733 0.642846  -0.316650 -0.469045 1.164723  -0.290081 -0.563043 0.930677  -0.259382 -0.597691 0.626841  -0.279093 -0.384876 0.777647  -0.308410 -0.409672 0.580795  -0.369400 -0.455080 0.282353  -0.430316 -0.464857 0.089873  -0.353220 -0.256862 0.776325  -0.355257 -0.267174 0.572743  -0.402564 -0.239332 0.273704  -0.450638 -0.264970 0.079021  
-0.243576 -0.301213 1.414938  -0.304189 -0.325295 1.219612  -0.341377 -0.226284 1.175896  -0.383422 -0.119382 0.981379  -0.342824 -0.028559 0.638416  -0.318580 -0.472543 1.155109  -0.306063 -0.575989 0.923891  -0.264489 -0.614968 0.621864  -0.284729 -0.393768 0.766324  -0.315239 -0.411974 0.569464  -0.368360 -0.456823 0.269845  -0.442155 -0.460378 0.081765  -0.348071 -0.259493 0.766833  -0.357168 -0.266350 0.563097  -0.400813 -0.236182 0.263680  -0.454821 -0.263767 0.070814  
-0.244571 -0.300207 1.411201  -0.305911 -0.324977 1.216586  -0.342350 -0.226389 1.171854  -0.381491 -0.109228 0.982633  -0.341733 -0.026441 0.637532  -0.317272 -0.472432 1.152926  -0.312737 -0.583169 0.925276  -0.260904 -0.615755 0.624147  -0.284119 -0.394872 0.762313  -0.313231 -0.409622 0.562749  -0.370485 -0.460053 0.264601  -0.440920 -0.459186 0.075183  -0.350437 -0.261924 0.763395  -0.360385 -0.265596 0.559818  -0.401486 -0.238075 0.259860  -0.454452 -0.264462 0.066555  
-0.243375 -0.300022 1.409916  -0.300962 -0.330240 1.214501  -0.337912 -0.230513 1.172154  -0.385553 -0.110702 0.986612  -0.338109 -0.025702 0.643024  -0.318650 -0.477050 1.149296  -0.317593 -0.577560 0.916467  -0.258056 -0.617447 0.617598  -0.288520 -0.392512 0.761532  -0.319506 -0.410170 0.563705  -0.367676 -0.457610 0.263464  -0.441791 -0.466155 0.075647  -0.353789 -0.259806 0.763360  -0.362112 -0.265332 0.559736  -0.405201 -0.237242 0.260119  -0.454539 -0.266411 0.066257  
-0.243217 -0.299904 1.410522  -0.298435 -0.328724 1.213960  -0.338078 -0.229576 1.171931  -0.390967 -0.112364 0.986363  -0.343200 -0.022711 0.644024  -0.323486 -0.476359 1.152019  -0.313331 -0.578356 0.920061  -0.260384 -0.615259 0.619579  -0.291509 -0.394247 0.764175  -0.314219 -0.411966 0.565275  -0.371364 -0.457488 0.266301  -0.442316 -0.459501 0.077082  -0.358689 -0.262439 0.762916  -0.360396 -0.267921 0.558559  -0.405116 -0.233045 0.259571  -0.455452 -0.260939 0.065725  
-0.244390 -0.299788 1.412285  -0.301381 -0.325642 1.216449  -0.343612 -0.227449 1.173098  -0.386320 -0.120683 0.978523  -0.334936 -0.023598 0.638681  -0.319712 -0.473325 1.153098  -0.315671 -0.584714 0.925725  -0.264152 -0.612157 0.624023  -0.289946 -0.396143 0.762721  -0.318215 -0.408761 0.562903  -0.369759 -0.460795 0.263912  -0.444807 -0.462944 0.076271  -0.350634 -0.260688 0.764832  -0.361192 -0.264105 0.561769  -0.399410 -0.236344 0.261726  -0.457119 -0.265588 0.070243  
-0.245208 -0.300418 1.411579  -0.302661 -0.325067 1.216322  -0.340336 -0.226509 1.172110  -0.392469 -0.120125 0.979749  -0.339705 -0.024799 0.639675  -0.319729 -0.472956 1.153908  -0.315598 -0.585589 0.927187  -0.259135 -0.611795 0.626278  -0.291600 -0.397833 0.763323  -0.312025 -0.409341 0.562484  -0.371937 -0.467657 0.266204  -0.448963 -0.466640 0.079353  -0.351238 -0.262281 0.764272  -0.360468 -0.266466 0.561304  -0.399670 -0.236552 0.261669  -0.452602 -0.264203 0.068588  
-0.244434 -0.299783 1.411463  -0.303489 -0.331835 1.216940  -0.338601 -0.231462 1.174165  -0.387216 -0.116067 0.986139  -0.342292 -0.029151 0.642703  -0.324498 -0.478111 1.151930  -0.311868 -0.579594 0.919848  -0.260518 -0.614941 0.618881  -0.293864 -0.398985 0.763627  -0.314022 -0.409956 0.564675  -0.370885 -0.465587 0.267327  -0.444498 -0.461922 0.079146  -0.343114 -0.259099 0.765086  -0.359097 -0.266765 0.562064  -0.403922 -0.242230 0.262401  -0.454864 -0.261108 0.067683  
-0.241735 -0.303355 1.416137  -0.301129 -0.324778 1.220150  -0.342874 -0.226819 1.175795  -0.392525 -0.115345 0.985648  -0.346702 -0.032328 0.641342  -0.314497 -0.472580 1.156500  -0.309497 -0.570251 0.922743  -0.263262 -0.622753 0.623493  -0.286684 -0.397667 0.764434  -0.310840 -0.406670 0.563749  -0.369162 -0.460171 0.266241  -0.440780 -0.463721 0.077282  -0.348114 -0.261854 0.767562  -0.360136 -0.263393 0.564144  -0.398137 -0.234690 0.264035  -0.453744 -0.267446 0.072478  
-0.244074 -0.299596 1.411484  -0.300886 -0.332175 1.216213  -0.342350 -0.232977 1.174217  -0.393076 -0.116321 0.987692  -0.345152 -0.024182 0.646025  -0.324385 -0.479394 1.152523  -0.315928 -0.584436 0.922147  -0.260386 -0.612888 0.621254  -0.288696 -0.396231 0.764774  -0.314461 -0.411269 0.565021  -0.367335 -0.457273 0.265444  -0.437993 -0.461845 0.076178  -0.354414 -0.263247 0.765246  -0.358444 -0.266325 0.560988  -0.403947 -0.237807 0.261627  -0.453332 -0.263886 0.067315  
-0.245852 -0.304220 1.411998  -0.302080 -0.327955 1.215726  -0.339589 -0.228466 1.171920  -0.390638 -0.113719 0.983932  -0.341988 -0.025247 0.641366  -0.321497 -0.475735 1.151783  -0.311980 -0.582438 0.921909  -0.262243 -0.612604 0.620137  -0.292203 -0.396961 0.762804  -0.313426 -0.409222 0.562784  -0.370442 -0.462203 0.265198  -0.443155 -0.462139 0.076668  -0.351815 -0.261965 0.764003  -0.358353 -0.265106 0.560675  -0.403320 -0.240218 0.261289  -0.448397 -0.259674 0.065223  
