16
0.100000
0.050000
0.090000
0.050000
0.040000
0.090000
0.050000
0.040000
0.100000
0.075000
0.050000
0.050000
0.100000
0.075000
0.050000
0.050000
24
0 1
1 2
1 5
1 8
1 12
2 5
2 8
2 12
5 8
5 12
8 9
8 13
12 9
12 13
8 12
9 13
2 3
3 4
5 6
6 7
9 10
10 11
13 14
14 15
-0.531407 -0.032125 1.410648  -0.570156 -0.063052 1.209683  -0.603576 0.091742 1.181398  -0.614357 0.191531 0.984041  -0.543619 0.217178 0.635576  -0.614933 -0.200890 1.140451  -0.611399 -0.285062 0.932632  -0.557152 -0.369808 0.642689  -0.561396 -0.002989 0.755416  -0.563172 0.023433 0.551074  -0.614121 0.057382 0.251340  -0.640435 0.047918 0.050824  -0.609204 -0.142193 0.738562  -0.591471 -0.125347 0.534567  -0.634729 -0.190786 0.239890  -0.648840 -0.171270 0.039020  
-0.529228 -0.035199 1.408133  -0.569315 -0.065081 1.208074  -0.601912 0.091021 1.176378  -0.611848 0.198590 0.983088  -0.540457 0.222540 0.634719  -0.623199 -0.201467 1.140632  -0.612201 -0.283809 0.931622  -0.561894 -0.373659 0.642197  -0.558112 -0.013330 0.754670  -0.563573 0.015054 0.551633  -0.607959 0.057727 0.252658  -0.644475 0.049254 0.053808  -0.616111 -0.148645 0.737484  -0.593623 -0.133271 0.534607  -0.628134 -0.194470 0.238198  -0.651517 -0.170531 0.038728  
-0.531158 -0.037173 1.415316  -0.570483 -0.063965 1.214173  -0.594826 0.091383 1.182339  -0.616160 0.194320 0.985579  -0.538092 0.224207 0.638413  -0.614066 -0.201863 1.145642  -0.617674 -0.281718 0.935204  -0.563959 -0.372655 0.646752  -0.557171 -0.009890 0.759298  -0.562253 0.015983 0.555028  -0.612614 0.054683 0.256034  -0.641929 0.046588 0.055915  -0.615403 -0.145955 0.743377  -0.592115 -0.132492 0.540855  -0.627376 -0.194366 0.244982  -0.643964 -0.174965 0.044390  
-0.531789 -0.035130 1.414037  -0.572215 -0.065248 1.213838  -0.597292 0.089891 1.182543  -0.615293 0.193145 0.985603  -0.541214 0.223290 0.637585  -0.615238 -0.203180 1.144490  -0.624700 -0.281823 0.935201  -0.561410 -0.371951 0.648442  -0.555994 -0.008846 0.759356  -0.569639 0.020269 0.556813  -0.609114 0.055292 0.256013  -0.635045 0.056690 0.055314  -0.610465 -0.145899 0.742526  -0.596555 -0.128475 0.539187  -0.631423 -0.188254 0.242502  -0.650951 -0.174512 0.041655  
-0.530728 -0.037504 1.412690  -0.576813 -0.064131 1.213054  -0.598012 0.091039 1.181207  -0.608989 0.195051 0.985155  -0.545758 0.216717 0.634378  -0.615484 -0.202414 1.144060  -0.630209 -0.287032 0.937707  -0.556211 -0.372647 0.652131  -0.553555 -0.012863 0.759707  -0.563712 0.019037 0.557335  -0.608866 0.059631 0.258232  -0.633763 0.052157 0.057562  -0.619747 -0.143780 0.741300  -0.592089 -0.129558 0.538383  -0.632458 -0.189168 0.241988  -0.651449 -0.171657 0.041325  
-0.527148 -0.033482 1.416068  -0.570095 -0.057529 1.214597  -0.603290 0.097755 1.182348  -0.607774 0.202385 0.985893  -0.543339 0.223589 0.635307  -0.623170 -0.195218 1.147652  -0.625560 -0.282832 0.941551  -0.537728 -0.373154 0.661352  -0.560963 -0.004102 0.759856  -0.563816 0.021005 0.555481  -0.614378 0.056407 0.255765  -0.632614 0.056699 0.054119  -0.607317 -0.144235 0.744008  -0.590029 -0.128116 0.540180  -0.630144 -0.190155 0.244350  -0.650393 -0.174454 0.043676  
-0.528787 -0.032376 1.411841  -0.566951 -0.052007 1.209539  -0.595179 0.103699 1.176545  -0.612197 0.203199 0.979488  -0.544604 0.225349 0.631457  -0.621274 -0.188881 1.143766  -0.632348 -0.288185 0.946170  -0.508617 -0.377811 0.679041  -0.557041 -0.002246 0.753951  -0.566938 0.020570 0.549100  -0.613499 0.058563 0.249100  -0.633132 0.051314 0.047722  -0.599581 -0.143835 0.740451  -0.588578 -0.129570 0.536890  -0.619307 -0.189121 0.239922  -0.618926 -0.175014 0.038187  
-0.527255 -0.036934 1.414595  -0.570974 -0.056724 1.213948  -0.599177 0.099769 1.181711  -0.611081 0.202166 0.985313  -0.542310 0.227000 0.635790  -0.628767 -0.191984 1.147665  -0.639212 -0.318164 0.964534  -0.463626 -0.376984 0.718937  -0.562180 -0.004825 0.759801  -0.576175 0.022276 0.556069  -0.613842 0.062335 0.255745  -0.638915 0.051427 0.055199  -0.607128 -0.144908 0.744242  -0.598756 -0.127586 0.540801  -0.628323 -0.195649 0.245987  -0.650684 -0.176626 0.045915  
-0.526618 -0.035317 1.417582  -0.571209 -0.059307 1.216210  -0.592542 0.098591 1.184393  -0.613490 0.196925 0.986413  -0.544613 0.223175 0.637015  -0.630023 -0.191876 1.147585  -0.648678 -0.323073 0.970286  -0.427496 -0.371421 0.765346  -0.556339 -0.004900 0.760814  -0.564116 0.022980 0.557583  -0.609273 0.058939 0.257149  -0.636784 0.052273 0.056679  -0.604142 -0.144404 0.743952  -0.585417 -0.127041 0.539675  -0.622296 -0.187872 0.242617  -0.643679 -0.171106 0.042060  
-0.522325 -0.035701 1.417610  -0.566794 -0.053478 1.215921  -0.592415 0.104520 1.184001  -0.612704 0.202133 0.986092  -0.542378 0.229385 0.637059  -0.632473 -0.185654 1.148454  -0.641014 -0.360603 1.012028  -0.378651 -0.366289 0.850983  -0.558533 -0.000822 0.761111  -0.563133 0.023306 0.557490  -0.611282 0.056614 0.257304  -0.637545 0.048822 0.056720  -0.592274 -0.145489 0.746037  -0.583534 -0.126694 0.541382  -0.623859 -0.189046 0.245328  -0.650342 -0.177763 0.045035  
-0.518791 -0.033174 1.419703  -0.563191 -0.050241 1.217978  -0.601106 0.105742 1.185076  -0.610809 0.203154 0.984948  -0.542550 0.230857 0.637274  -0.621696 -0.186305 1.153618  -0.639639 -0.363681 1.022619  -0.356116 -0.364294 0.904376  -0.562358 -0.003010 0.763564  -0.562878 0.020257 0.560056  -0.607583 0.057189 0.259852  -0.635764 0.050722 0.059495  -0.595813 -0.146400 0.748596  -0.582933 -0.129751 0.543782  -0.622416 -0.185734 0.246088  -0.650167 -0.172960 0.046015  
-0.519282 -0.031584 1.414508  -0.561176 -0.044752 1.212496  -0.593229 0.109655 1.179882  -0.610792 0.202236 0.979656  -0.546813 0.228580 0.634285  -0.607730 -0.183628 1.146893  -0.622619 -0.391181 1.070743  -0.337344 -0.338018 0.982184  -0.564201 0.003761 0.756562  -0.562437 0.023643 0.552719  -0.611806 0.057944 0.253404  -0.640875 0.053918 0.053162  -0.582742 -0.142839 0.743360  -0.579690 -0.127077 0.539024  -0.624339 -0.188240 0.243790  -0.648420 -0.175120 0.043356  
-0.515256 -0.027332 1.415012  -0.560073 -0.050448 1.214212  -0.585330 0.105069 1.182901  -0.606961 0.193463 0.981132  -0.538130 0.219290 0.633748  -0.608533 -0.187660 1.147131  -0.615738 -0.406936 1.116895  -0.336683 -0.343444 1.017613  -0.559909 0.003160 0.758178  -0.558689 0.023272 0.553782  -0.606809 0.057493 0.253842  -0.631871 0.051067 0.053081  -0.585652 -0.142392 0.744683  -0.581139 -0.126736 0.540839  -0.622618 -0.190793 0.245932  -0.653582 -0.174795 0.046701  
-0.512681 -0.028914 1.411575  -0.559218 -0.053123 1.211588  -0.583352 0.102315 1.179437  -0.606013 0.188447 0.976842  -0.540986 0.222667 0.628161  -0.606352 -0.190754 1.144260  -0.575986 -0.414557 1.148741  -0.307471 -0.340682 1.034327  -0.554762 -0.000609 0.755823  -0.557653 0.021658 0.551939  -0.609947 0.059669 0.253463  -0.639394 0.045620 0.053726  -0.589595 -0.144169 0.741503  -0.582523 -0.127849 0.537809  -0.614568 -0.190670 0.241575  -0.650384 -0.165559 0.044115  
-0.512137 -0.032839 1.414892  -0.560296 -0.056974 1.215076  -0.593694 0.096649 1.184264  -0.599521 0.190079 0.980136  -0.537528 0.207118 0.628880  -0.595287 -0.197164 1.146834  -0.501342 -0.399368 1.174863  -0.228175 -0.334549 1.064735  -0.558491 -0.000855 0.759087  -0.556924 0.020212 0.554141  -0.607050 0.060448 0.255164  -0.636525 0.052830 0.055027  -0.585449 -0.146045 0.744771  -0.582094 -0.129296 0.541524  -0.617607 -0.193263 0.246185  -0.645949 -0.178017 0.046562  
-0.510500 -0.027771 1.412052  -0.556052 -0.062947 1.213110  -0.591679 0.090279 1.184638  -0.600146 0.191328 0.984429  -0.541267 0.214497 0.632989  -0.587713 -0.203017 1.143049  -0.473957 -0.392300 1.176242  -0.191221 -0.331462 1.092667  -0.561426 -0.000445 0.757635  -0.558180 0.022748 0.553865  -0.612155 0.056509 0.254970  -0.638167 0.054403 0.054254  -0.584314 -0.146619 0.741513  -0.579129 -0.127097 0.537534  -0.620914 -0.190255 0.242335  -0.645783 -0.170964 0.042518  
-0.511606 -0.030714 1.411655  -0.551272 -0.061565 1.210727  -0.582802 0.090546 1.181781  -0.606078 0.195023 0.983574  -0.537870 0.214412 0.633596  -0.569191 -0.202992 1.140715  -0.404114 -0.350610 1.185323  -0.113418 -0.307702 1.105743  -0.561417 0.000497 0.755218  -0.565403 0.022465 0.551944  -0.605308 0.058124 0.252076  -0.637055 0.050499 0.052384  -0.573001 -0.146531 0.739303  -0.586948 -0.127245 0.535796  -0.627856 -0.190246 0.241104  -0.648367 -0.174567 0.040488  
-0.509679 -0.027285 1.413338  -0.545805 -0.056618 1.210952  -0.592704 0.092284 1.181976  -0.606813 0.195553 0.982949  -0.539507 0.213711 0.632731  -0.555066 -0.199401 1.141808  -0.377053 -0.329558 1.190571  -0.078727 -0.298728 1.128406  -0.562357 0.002784 0.754682  -0.557363 0.022971 0.549785  -0.607502 0.057107 0.249983  -0.636257 0.047769 0.049799  -0.580796 -0.143620 0.740476  -0.584074 -0.126383 0.536546  -0.620387 -0.195481 0.242041  -0.647625 -0.170790 0.043139  
-0.507464 -0.024807 1.411768  -0.547234 -0.059645 1.211816  -0.588594 0.087271 1.180177  -0.609333 0.188469 0.979540  -0.540263 0.210670 0.629898  -0.527697 -0.200983 1.141280  -0.324302 -0.277645 1.203315  -0.028865 -0.284171 1.151538  -0.554930 -0.002964 0.754685  -0.557893 0.018940 0.550567  -0.607555 0.056041 0.251293  -0.635885 0.043142 0.051288  -0.569371 -0.149879 0.740373  -0.583086 -0.130625 0.536923  -0.627499 -0.188458 0.240985  -0.650345 -0.171721 0.040694  
-0.507026 -0.029263 1.411211  -0.540735 -0.060562 1.209401  -0.586845 0.086258 1.178760  -0.612356 0.188994 0.980030  -0.534819 0.216168 0.632512  -0.514536 -0.201754 1.139244  -0.298159 -0.255727 1.192094  0.008139 -0.270682 1.162020  -0.552754 -0.003735 0.752754  -0.554533 0.017376 0.548578  -0.612000 0.052585 0.250607  -0.635600 0.048398 0.049772  -0.567600 -0.150524 0.738803  -0.578191 -0.132367 0.534815  -0.631229 -0.190367 0.240172  -0.647706 -0.176032 0.039046  
-0.501685 -0.026137 1.413514  -0.536290 -0.053766 1.211176  -0.590261 0.089407 1.179184  -0.621582 0.185118 0.979010  -0.534759 0.221888 0.634595  -0.495850 -0.192741 1.143494  -0.274858 -0.237503 1.186629  0.032159 -0.260534 1.176492  -0.546696 -0.002196 0.753988  -0.559131 0.015725 0.549364  -0.608950 0.056505 0.251234  -0.637557 0.045223 0.051141  -0.556552 -0.149773 0.742642  -0.585168 -0.134132 0.539225  -0.623169 -0.192068 0.242777  -0.648577 -0.171800 0.043072  
-0.495833 -0.023235 1.417781  -0.528798 -0.052884 1.214999  -0.588171 0.087621 1.182192  -0.621745 0.178152 0.978809  -0.539715 0.219858 0.633781  -0.491472 -0.192031 1.147166  -0.269300 -0.229293 1.186271  0.033055 -0.257705 1.175702  -0.543579 -0.003282 0.756808  -0.552729 0.013866 0.551151  -0.608309 0.055445 0.252757  -0.638615 0.047989 0.052634  -0.553073 -0.150970 0.746201  -0.576529 -0.136483 0.543106  -0.617472 -0.193271 0.246612  -0.642710 -0.176983 0.046575  
-0.498670 -0.024548 1.410776  -0.529151 -0.056852 1.208517  -0.591054 0.085840 1.179666  -0.624570 0.183682 0.980937  -0.544848 0.230908 0.636079  -0.477984 -0.189653 1.138872  -0.253677 -0.229888 1.181950  0.052876 -0.253001 1.189181  -0.547241 0.000768 0.753105  -0.548117 0.019708 0.549220  -0.608585 0.053812 0.251772  -0.640785 0.045802 0.052129  -0.554801 -0.146903 0.740779  -0.568525 -0.130776 0.536350  -0.624415 -0.191112 0.242468  -0.646794 -0.175195 0.041996  
-0.494821 -0.021639 1.411148  -0.526653 -0.054065 1.209156  -0.588827 0.086735 1.177954  -0.627719 0.186668 0.980488  -0.550152 0.237062 0.635588  -0.481310 -0.191529 1.140928  -0.259023 -0.233870 1.178619  0.048062 -0.252952 1.185053  -0.540010 -0.001722 0.752966  -0.558005 0.017788 0.549150  -0.609132 0.057707 0.250708  -0.636459 0.047548 0.050381  -0.551967 -0.149073 0.741271  -0.574045 -0.132948 0.537663  -0.624812 -0.186451 0.242189  -0.647581 -0.173013 0.041615  
-0.491497 -0.018436 1.410196  -0.525923 -0.055491 1.209515  -0.589503 0.084622 1.179404  -0.626289 0.182404 0.980412  -0.552971 0.234123 0.634779  -0.481015 -0.190929 1.141098  -0.256645 -0.229313 1.182239  0.053644 -0.256598 1.196489  -0.542082 0.000814 0.753471  -0.550512 0.020298 0.549204  -0.609678 0.056554 0.251716  -0.637711 0.047624 0.051437  -0.550496 -0.146871 0.741077  -0.566737 -0.130515 0.537186  -0.622353 -0.189533 0.243477  -0.643648 -0.175207 0.042810  
-0.493715 -0.021517 1.414046  -0.524903 -0.056447 1.210761  -0.585349 0.084685 1.180288  -0.624242 0.186690 0.984488  -0.558513 0.234259 0.636717  -0.468406 -0.187658 1.140746  -0.245388 -0.226875 1.177631  0.060771 -0.256987 1.195653  -0.539099 -0.000481 0.753814  -0.549624 0.018090 0.549652  -0.609535 0.055770 0.252023  -0.638719 0.045040 0.051966  -0.548230 -0.148063 0.742396  -0.566506 -0.132540 0.538666  -0.621589 -0.190976 0.244521  -0.644418 -0.171104 0.044495  
-0.487929 -0.020070 1.415067  -0.525342 -0.056179 1.214741  -0.583775 0.084190 1.183076  -0.627141 0.178606 0.983738  -0.562573 0.237391 0.637490  -0.481825 -0.190904 1.146082  -0.259652 -0.228558 1.185692  0.055494 -0.257945 1.202003  -0.535555 -0.002242 0.757841  -0.548270 0.018405 0.555388  -0.605132 0.057083 0.257948  -0.636195 0.046075 0.058287  -0.554569 -0.149300 0.745816  -0.566129 -0.132016 0.541130  -0.619153 -0.187288 0.245522  -0.646060 -0.174825 0.045332  
-0.484697 -0.018094 1.411574  -0.522564 -0.055472 1.212076  -0.584322 0.086285 1.181286  -0.625366 0.183248 0.982833  -0.558684 0.245159 0.637531  -0.473711 -0.190615 1.142429  -0.253892 -0.233114 1.183612  0.052927 -0.257970 1.200100  -0.533888 -0.000181 0.756465  -0.546409 0.020187 0.553431  -0.600251 0.055488 0.255051  -0.631056 0.046595 0.055242  -0.559254 -0.147082 0.744720  -0.564352 -0.130148 0.540358  -0.618349 -0.191333 0.246676  -0.645206 -0.176643 0.046706  
